order_id,line_no,order_datetime,order_date,day_of_week,customer_id,customer_name,customer_type,is_chain,is_key_account,province,region_zone,city_area,customer_since,is_new_customer,account_manager,channel,sku_id,product_name,product_category,unit,quantity,unit_price_thb,gross_revenue_thb,discount_thb,promo_code,cogs_thb,gross_margin_thb,gross_margin_pct,payment_terms,payment_status,delivery_status,delivery_date
ORD-0004,5,2026-05-13 12:36,2026-05-13,Wednesday,CUST-0035,Sukhumvit To-Go Group,Quick Service Restaurant (QSR),TRUE,Yes,Bangkok,Greater Bangkok,Phra Khanong,2024-04,FALSE,Tanawat Boon,Sales Rep,SKU-0099,Wheat Flour,Dry Goods & Grocery,bag,32,213,6816,0,,6304,512,7.5,Net 30,Cancelled,Cancelled,2026-05-14
ORD-0004,6,2026-05-13 12:36,2026-05-13,Wednesday,CUST-0035,Sukhumvit To-Go Group,Quick Service Restaurant (QSR),TRUE,Yes,Bangkok,Greater Bangkok,Phra Khanong,2024-04,FALSE,Tanawat Boon,Sales Rep,SKU-0112,Glass Noodles,Dry Goods & Grocery,bag,5,216,1080,0,,1040,40,3.7,Net 30,Cancelled,Cancelled,2026-05-14
ORD-0004,7,2026-05-13 12:36,2026-05-13,Wednesday,CUST-0035,Sukhumvit To-Go Group,Quick Service Restaurant (QSR),TRUE,Yes,Bangkok,Greater Bangkok,Phra Khanong,2024-04,FALSE,Tanawat Boon,Sales Rep,SKU-0085,Butter,Eggs & Dairy,pack,10,90,900,0,,760,140,15.6,Net 30,Cancelled,Cancelled,2026-05-14
ORD-0005,1,2026-05-11 06:00,2026-05-11,Monday,CUST-0007,Lanna Food Stall,Street Food / Food Stall,FALSE,Yes,Nakhon Pathom,Greater Bangkok,Mueang,2021-06,FALSE,Supaporn Imm,Mobile App,SKU-0031,Pomelo,Fruits,kg,22,130,2860,335,PROMO10OFF,2354,171,6.8,Net 30,Refunded,Returned,2026-05-12
ORD-0005,2,2026-05-11 06:00,2026-05-11,Monday,CUST-0007,Lanna Food Stall,Street Food / Food Stall,FALSE,Yes,Nakhon Pathom,Greater Bangkok,Mueang,2021-06,FALSE,Supaporn Imm,Mobile App,SKU-0008,Garlic,Fresh Vegetables,kg,20,102,2040,0,,1660,380,18.6,Net 30,Refunded,Returned,2026-05-12
ORD-0006,1,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0029,Banana Hom Thong (Grade A),Fruits,kg,16,155,2480,0,,1952,528,21.3,Net 30,Pending,Delivered,2026-05-12
ORD-0006,2,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0081,Chicken Eggs L (Premium),Eggs & Dairy,pack,8,114,912,0,,816,96,10.5,Net 30,Pending,Delivered,2026-05-12
ORD-0006,3,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0114,Oyster Sauce (Premium),Seasonings & Sauces,bottle,11,56,616,0,,495,121,19.6,Net 30,Pending,Delivered,2026-05-12
ORD-0006,4,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0032,Longan,Fruits,kg,9,152,1368,0,,1161,207,15.1,Net 30,Pending,Delivered,2026-05-12
ORD-0006,5,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0064,Chicken Whole (Grade A),Meat,kg,40,344,13760,0,,12000,1760,12.8,Net 30,Pending,Delivered,2026-05-12
ORD-0006,6,2026-05-11 08:26,2026-05-11,Monday,CUST-0021,Ruen Coffee Group (Mueang Branch),Café & Bakery,TRUE,Yes,Krabi,South,Mueang,2023-12,FALSE,Supaporn Imm,Web,SKU-0014,Carrot,Fresh Vegetables,kg,9,102,918,0,,729,189,20.6,Net 30,Pending,Delivered,2026-05-12
ORD-0007,1,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0053,Chicken Breast,Meat,kg,6,351,2106,0,,1794,312,14.8,Net 7,Pending,Delivered,2026-05-17
ORD-0007,2,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0040,Lemongrass,Herbs & Aromatics,kg,2,251,502,0,,382,120,23.9,Net 7,Pending,Delivered,2026-05-17
ORD-0007,3,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0085,Butter,Eggs & Dairy,pack,6,90,540,0,,456,84,15.6,Net 7,Pending,Delivered,2026-05-17
ORD-0007,4,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0012,Thai Eggplant,Fresh Vegetables,kg,8,38,304,0,,240,64,21.1,Net 7,Pending,Delivered,2026-05-17
ORD-0007,5,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0105,Peanuts (Premium),Dry Goods & Grocery,bag,36,134,4824,0,,4428,396,8.2,Net 7,Pending,Delivered,2026-05-17
ORD-0007,6,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0121,Light Soy Sauce (Grade A),Seasonings & Sauces,bottle,17,91,1547,0,,1360,187,12.1,Net 7,Pending,Delivered,2026-05-17
ORD-0007,7,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0078,Green Mussels (Premium),Seafood,kg,6,306,1836,145,PROMO5OFF,1554,137,8.1,Net 7,Pending,Delivered,2026-05-17
ORD-0007,8,2026-05-16 07:03,2026-05-16,Saturday,CUST-0039,Siam Atelier,Fine Dining / Chef's Table,FALSE,No,Krabi,South,Ao Nang,2025-12,TRUE,Arada Phuwadon,Sales Rep,SKU-0059,Pork Belly (Local),Meat,kg,39,241,9399,0,,8151,1248,13.3,Net 7,Pending,Delivered,2026-05-17
ORD-0008,1,2026-05-15 06:54,2026-05-15,Friday,CUST-0040,Sukhumvit Grill Group,Casual Dining Restaurant,TRUE,Yes,Bangkok,Greater Bangkok,Ratchathewi,2020-03,FALSE,Chayan Rattana,Web,SKU-0048,Lemongrass,Herbs & Aromatics,kg,7,109,763,78,PROMO12OFF,609,76,11.1,Net 7,Pending,Delivered,2026-05-16
ORD-0008,2,2026-05-15 06:54,2026-05-15,Friday,CUST-0040,Sukhumvit Grill Group,Casual Dining Restaurant,TRUE,Yes,Bangkok,Greater Bangkok,Ratchathewi,2020-03,FALSE,Chayan Rattana,Web,SKU-0046,Krachai (Local),Herbs & Aromatics,kg,5,215,1075,0,,840,235,21.9,Net 7,Pending,Delivered,2026-05-16
ORD-0009,1,2026-05-14 16:05,2026-05-14,Thursday,CUST-0024,Bamboo Express,Quick Service Restaurant (QSR),FALSE,No,Songkhla,South,Mueang,2024-03,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0023,Watermelon,Fruits,kg,12,157,1884,0,,1536,348,18.5,Net 15,Paid,Delivered,2026-05-15
ORD-0009,2,2026-05-14 16:05,2026-05-14,Thursday,CUST-0024,Bamboo Express,Quick Service Restaurant (QSR),FALSE,No,Songkhla,South,Mueang,2024-03,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0118,Chili Paste (Grade A),Seasonings & Sauces,bottle,2,62,124,0,,114,10,8.1,Net 15,Paid,Delivered,2026-05-15
ORD-0009,3,2026-05-14 16:05,2026-05-14,Thursday,CUST-0024,Bamboo Express,Quick Service Restaurant (QSR),FALSE,No,Songkhla,South,Mueang,2024-03,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0030,Papaya (Grade A),Fruits,kg,19,34,646,0,,532,114,17.6,Net 15,Paid,Delivered,2026-05-15
ORD-0009,4,2026-05-14 16:05,2026-05-14,Thursday,CUST-0024,Bamboo Express,Quick Service Restaurant (QSR),FALSE,No,Songkhla,South,Mueang,2024-03,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0144,Frozen Roti (Premium),Frozen,pack,18,297,5346,0,,4572,774,14.5,Net 15,Paid,Delivered,2026-05-15
ORD-0009,5,2026-05-14 16:05,2026-05-14,Thursday,CUST-0024,Bamboo Express,Quick Service Restaurant (QSR),FALSE,No,Songkhla,South,Mueang,2024-03,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0052,Pork Ribs,Meat,kg,32,434,13888,0,,12128,1760,12.7,Net 15,Paid,Delivered,2026-05-15
ORD-0010,1,2026-05-17 18:33,2026-05-17,Sunday,CUST-0050,Som Tam Eatery,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2025-06,FALSE,Napat Srisai,Mobile App,SKU-0080,Tuna Loin,Seafood,kg,20,150,3000,0,,2560,440,14.7,Prepaid,Paid,Delivered,2026-05-18
ORD-0010,2,2026-05-17 18:33,2026-05-17,Sunday,CUST-0050,Som Tam Eatery,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2025-06,FALSE,Napat Srisai,Mobile App,SKU-0051,Minced Pork,Meat,kg,28,462,12936,0,,11284,1652,12.8,Prepaid,Paid,Delivered,2026-05-18
ORD-0010,3,2026-05-17 18:33,2026-05-17,Sunday,CUST-0050,Som Tam Eatery,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2025-06,FALSE,Napat Srisai,Mobile App,SKU-0143,Frozen Peeled Shrimp (Premium),Frozen,pack,12,228,2736,0,,2292,444,16.2,Prepaid,Paid,Delivered,2026-05-18
ORD-0010,4,2026-05-17 18:33,2026-05-17,Sunday,CUST-0050,Som Tam Eatery,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2025-06,FALSE,Napat Srisai,Mobile App,SKU-0008,Garlic,Fresh Vegetables,kg,13,102,1326,0,,1079,247,18.6,Prepaid,Paid,Delivered,2026-05-18
ORD-0011,1,2026-05-14 06:57,2026-05-14,Thursday,CUST-0116,Andaman Kitchen,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Ratchathewi,2023-05,FALSE,Mali Charoen,Mobile App,SKU-0134,Frozen Dumplings (Grade A),Frozen,pack,7,210,1470,0,,1288,182,12.4,Net 7,Paid,Delivered,2026-05-15
ORD-0011,2,2026-05-14 06:57,2026-05-14,Thursday,CUST-0116,Andaman Kitchen,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Ratchathewi,2023-05,FALSE,Mali Charoen,Mobile App,SKU-0018,Pineapple,Fruits,kg,8,43,344,31,PROMO5OFF,288,25,8.0,Net 7,Paid,Delivered,2026-05-15
ORD-0011,3,2026-05-14 06:57,2026-05-14,Thursday,CUST-0116,Andaman Kitchen,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Ratchathewi,2023-05,FALSE,Mali Charoen,Mobile App,SKU-0040,Lemongrass,Herbs & Aromatics,kg,1,251,251,13,PROMO5OFF,191,47,19.7,Net 7,Paid,Delivered,2026-05-15
ORD-0011,4,2026-05-14 06:57,2026-05-14,Thursday,CUST-0116,Andaman Kitchen,Casual Dining Restaurant,FALSE,No,Bangkok,Greater Bangkok,Ratchathewi,2023-05,FALSE,Mali Charoen,Mobile App,SKU-0120,Oyster Sauce,Seasonings & Sauces,bottle,14,78,1092,0,,910,182,16.7,Net 7,Paid,Delivered,2026-05-15
ORD-0012,1,2026-05-12 14:35,2026-05-12,Tuesday,CUST-0095,Talay Bar,Bar & Pub,TRUE,Yes,Samut Prakan,Greater Bangkok,Mueang,2025-04,FALSE,Arada Phuwadon,Web,SKU-0012,Thai Eggplant,Fresh Vegetables,kg,8,38,304,0,,240,64,21.1,Net 15,Paid,Delivered,2026-05-13
ORD-0012,2,2026-05-12 14:35,2026-05-12,Tuesday,CUST-0095,Talay Bar,Bar & Pub,TRUE,Yes,Samut Prakan,Greater Bangkok,Mueang,2025-04,FALSE,Arada Phuwadon,Web,SKU-0013,Cabbage,Fresh Vegetables,kg,26,75,1950,108,PROMO12OFF,1560,282,15.3,Net 15,Paid,Delivered,2026-05-13
ORD-0012,3,2026-05-12 14:35,2026-05-12,Tuesday,CUST-0095,Talay Bar,Bar & Pub,TRUE,Yes,Samut Prakan,Greater Bangkok,Mueang,2025-04,FALSE,Arada Phuwadon,Web,SKU-0105,Peanuts (Premium),Dry Goods & Grocery,bag,42,134,5628,0,,5166,462,8.2,Net 15,Paid,Delivered,2026-05-13
ORD-0012,4,2026-05-12 14:35,2026-05-12,Tuesday,CUST-0095,Talay Bar,Bar & Pub,TRUE,Yes,Samut Prakan,Greater Bangkok,Mueang,2025-04,FALSE,Arada Phuwadon,Web,SKU-0081,Chicken Eggs L (Premium),Eggs & Dairy,pack,23,114,2622,0,,2346,276,10.5,Net 15,Paid,Delivered,2026-05-13
ORD-0013,1,2026-05-13 07:17,2026-05-13,Wednesday,CUST-0101,Issaya Catering Co.,Catering,TRUE,Yes,Nakhon Si Thammarat,South,Mueang,2025-08,FALSE,Praewa Thongchai,Web,SKU-0016,Holy Basil (Grade A),Fresh Vegetables,kg,21,91,1911,215,PROMO5OFF,1470,226,13.3,Net 15,Paid,Delivered,2026-05-14
ORD-0014,1,2026-05-15 07:02,2026-05-15,Friday,CUST-0063,Andaman Brew House (Mueang Branch),Café & Bakery,TRUE,Yes,Songkhla,South,Mueang,2025-06,FALSE,Supaporn Imm,Mobile App,SKU-0110,White Sugar,Dry Goods & Grocery,bag,32,117,3744,0,,3424,320,8.5,Net 30,Pending,Delivered,2026-05-16
ORD-0015,1,2026-05-14 22:15,2026-05-14,Thursday,CUST-0134,Mae To-Go,Quick Service Restaurant (QSR),FALSE,No,Nakhon Ratchasima,Northeast,Pak Chong,2025-09,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0050,Pork Loin,Meat,kg,28,100,2800,0,,2520,280,10.0,COD,Paid,Delivered,2026-05-15
ORD-0015,2,2026-05-14 22:15,2026-05-14,Thursday,CUST-0134,Mae To-Go,Quick Service Restaurant (QSR),FALSE,No,Nakhon Ratchasima,Northeast,Pak Chong,2025-09,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0101,Palm Oil (Local),Dry Goods & Grocery,bag,18,108,1944,0,,2016,-72,-3.7,COD,Paid,Delivered,2026-05-15
ORD-0015,3,2026-05-14 22:15,2026-05-14,Thursday,CUST-0134,Mae To-Go,Quick Service Restaurant (QSR),FALSE,No,Nakhon Ratchasima,Northeast,Pak Chong,2025-09,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0001,Holy Basil (Grade A),Fresh Vegetables,kg,30,152,4560,0,,3720,840,18.4,COD,Paid,Delivered,2026-05-15
ORD-0015,4,2026-05-14 22:15,2026-05-14,Thursday,CUST-0134,Mae To-Go,Quick Service Restaurant (QSR),FALSE,No,Nakhon Ratchasima,Northeast,Pak Chong,2025-09,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0010,Spring Onion (Grade A),Fresh Vegetables,kg,19,81,1539,0,,1235,304,19.8,COD,Paid,Delivered,2026-05-15
ORD-0015,5,2026-05-14 22:15,2026-05-14,Thursday,CUST-0134,Mae To-Go,Quick Service Restaurant (QSR),FALSE,No,Nakhon Ratchasima,Northeast,Pak Chong,2025-09,FALSE,Self-serve / Inside Sales,Sales Rep,SKU-0081,Chicken Eggs L (Premium),Eggs & Dairy,pack,5,114,570,0,,510,60,10.5,COD,Paid,Delivered,2026-05-15
ORD-0016,1,2026-05-13 14:22,2026-05-13,Wednesday,CUST-0080,Talay Cafe Group,Café & Bakery,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-07,FALSE,Kittisak Wong,Mobile App,SKU-0013,Cabbage,Fresh Vegetables,kg,24,75,1800,0,,1440,360,20.0,Net 15,Pending,Delivered,2026-05-14
ORD-0016,2,2026-05-13 14:22,2026-05-13,Wednesday,CUST-0080,Talay Cafe Group,Café & Bakery,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-07,FALSE,Kittisak Wong,Mobile App,SKU-0064,Chicken Whole (Grade A),Meat,kg,11,344,3784,0,,3300,484,12.8,Net 15,Pending,Delivered,2026-05-14
ORD-0016,3,2026-05-13 14:22,2026-05-13,Wednesday,CUST-0080,Talay Cafe Group,Café & Bakery,TRUE,Yes,Nonthaburi,Greater Bangkok,Bang Yai,2025-07,FALSE,Kittisak Wong,Mobile App,SKU-0101,Palm Oil (Local),Dry Goods & Grocery,bag,18,121,2178,0,,2016,162,7.4,Net 15,Pending,Delivered,2026-05-14
ORD-0017,1,2026-05-13 22:13,2026-05-13,Wednesday,CUST-0102,Sukhumvit Cafe,Café & Bakery,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2024-06,FALSE,Mali Charoen,Mobile App,SKU-0109,Wheat Flour,Dry Goods & Grocery,bag,46,110,5060,0,,4600,460,9.1,COD,Paid,Delivered,2026-05-14
ORD-0017,2,2026-05-13 22:13,2026-05-13,Wednesday,CUST-0102,Sukhumvit Cafe,Café & Bakery,FALSE,No,Bangkok,Greater Bangkok,Huai Khwang,2024-06,FALSE,Mali Charoen,Mobile App,SKU-0025,Lime (Premium),Fruits,kg,16,125,2000,0,,1648,352,17.6,COD,Paid,Delivered,2026-05-14
ORD-0018,1,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0094,Cheddar Cheese (Local),Eggs & Dairy,pack,26,34,884,0,,780,104,11.8,Net 30,Pending,Delivered,2026-05-15
ORD-0018,2,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0067,Squid,Seafood,kg,11,460,5060,0,,4587,473,9.3,Net 30,Pending,Delivered,2026-05-15
ORD-0018,3,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0099,Wheat Flour,Dry Goods & Grocery,bag,17,213,3621,0,,3349,272,7.5,Net 30,Pending,Delivered,2026-05-15
ORD-0018,4,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0010,Spring Onion (Grade A),Fresh Vegetables,kg,19,81,1539,0,,1235,304,19.8,Net 30,Pending,Delivered,2026-05-15
ORD-0018,5,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0097,Jasmine Rice 5kg,Dry Goods & Grocery,bag,15,131,1965,0,,1980,-15,-0.8,Net 30,Pending,Delivered,2026-05-15
ORD-0018,6,2026-05-14 07:55,2026-05-14,Thursday,CUST-0036,Som Tam Cloud Kitchen Group,Cloud Kitchen,TRUE,Yes,Bangkok,Greater Bangkok,Sathon,2022-10,FALSE,Supaporn Imm,Sales Rep,SKU-0011,Long Bean (Local),Fresh Vegetables,kg,24,68,1632,0,,1272,360,22.1,Net 30,Pending,Delivered,2026-05-15
